City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Amaravati,2017-12-15,71.07,109.65,4.19,25.0,29.19,16.0,0.1,8.33,79.04,0.18,3.45,0.07,135.37689655172412,Moderate
Amaravati,2017-12-16,755.5311852902499,129.81,8.77,40.92,49.69,15.56,0.17,8.51,73.17,0.24,4.41,0.13,165.04275862068965,Moderate
Amaravati,2017-12-17,108.06,167.62,7.290000000000006,,,,0.08,16.05,70.74,0.31,4.32,0.24,259.2393103448276,Poor
Amaravati,2017-12-18,100.75,172.04,7.63,53.94,61.57,18.49,,14.05,,0.26,3.77,0.19,234.2844827586207,Poor
Amaravati,2017-12-19,106.25,171.56,2.74,43.09,45.830000000000005,19.66,0.13,15.45,66.9,0.28,3.13,,253.06034482758625,Poor
Amaravati,2017-12-20,83.79,141.83,6.77,,54.24,17.37,0.3,13.35,77.54,0.29,3.7,0.15,178.80034482758623,Moderate
Amaravati,2017-12-21,79.98,147.74,7.02,49.55,,17.28,0.14,,79.71,0.33,3.95,0.19,165.7937931034483,Moderate
Amaravati,2017-12-22,76.27,152.59,7.51,56.0,63.51,19.53,0.15,29.88,56.97,0.29,4.44,0.19,153.12862068965515,Moderate
Amaravati,2017-12-23,86.5,147.95,5.24,,,20.78,0.15,11.85,73.09,0.31,3.9,0.17,188.05172413793105,Moderate
Amaravati,2017-12-24,100.62,167.75,3.75,47.68,51.43,23.68,0.22,10.85,62.78,0.34,4.81,0.29,233.8406896551724,Poor
Amaravati,2017-12-25,110.73,171.47,1.69,31.06,32.75,21.66,0.1,12.23,76.07,0.33,3.96,0.16,268.35413793103453,Poor
Amaravati,2017-12-26,107.7,170.21,4.97,43.54,48.51,22.52,0.17,18.07,64.6,0.33,4.01,0.16,258.0103448275862,Poor
Amaravati,2017-12-27,104.81,192.2,9.59,63.47999999999999,73.07,21.06,0.23,17.01,63.87,0.38,4.1,0.36,248.1444827586207,Poor
Amaravati,2017-12-28,89.95,175.16,10.95,64.53,75.48,18.87,0.27,15.52,62.49,0.36,4.12,0.23,199.8293103448276,Moderate
Amaravati,2017-12-29,74.58,138.6,6.14,46.65,52.79,18.2,0.17,9.47,,0.32,3.76,0.18,147.35931034482758,Moderate
Amaravati,2017-12-30,56.68,109.33,4.6,33.26,37.86,16.86,0.1,8.26,66.91,0.25,3.28,0.14,106.5346979865772,Moderate
Amaravati,2017-12-31,61.03,131.62,5.51,39.5,45.01,17.82,0.08,11.45,61.91,0.33,4.16,0.19,121.3448322147651,Moderate
Amaravati,2018-01-01,59.03,108.83,3.45,23.36,26.81,18.03,0.09,26.05,87.55,0.23,3.2,0.09,106.20248322147653,Moderate
Amaravati,2018-01-02,128.86476685401058,109.82,3.87,23.14,27.01,19.57,0.09,12.81,81.38,0.2,3.84,0.04,106.86026845637583,Moderate
Amaravati,2018-01-03,71.57,137.48,5.01,39.99,45.0,,0.09,16.82,80.3,0.24,6.55,0.11,137.08379310344824,Moderate
Amaravati,2018-01-04,92.44,174.75,5.84,53.79,,19.45,0.11,141.92862417944085,71.09,0.3,7.23,,205.9158620689655,Poor
Amaravati,2018-01-05,92.9,162.69,6.38,56.39,62.77,21.02,0.08,23.11,68.79,0.29,7.88,0.2,207.48620689655172,Poor
Amaravati,2018-01-06,85.15,151.97,11.05,61.55,72.6,18.71,0.07,11.86,90.8,,7.14,0.16,183.44310344827588,Moderate
Amaravati,2018-01-07,81.47,145.68,6.45,,53.35,20.18,0.07,9.63,96.49,0.25,7.26,,170.8803448275862,Moderate
Amaravati,2018-01-08,81.58,132.66,,34.93,38.9,21.59,0.09,12.81,118.91,0.29,6.16,0.15,171.2558620689655,Moderate
Amaravati,2018-01-09,79.56,146.64,4.44,37.58,42.02,17.71,0.05,17.77,137.61,,1.1,0.02,164.36,Moderate
Amaravati,2018-01-10,87.43,155.95,3.9,37.31,41.21,22.35,0.1,13.4,121.72,0.1,1.93,0.01,191.22655172413795,Moderate
Amaravati,2018-01-11,87.33,153.97,3.95,42.52,46.470000000000006,,0.08,35.39,106.17,0.22,6.61,0.07,190.8851724137931,Moderate
Amaravati,2018-01-12,110.39,,4.54,52.24,56.78,24.74,0.04,36.01,82.2,0.28,8.48,0.12,267.19344827586207,Poor
Amaravati,2018-01-13,77.51,125.01,3.85,36.41,40.26,20.06,,14.36,72.16,0.19,7.12,0.07,157.36172413793105,Moderate
Amaravati,2018-01-14,86.96,129.99,3.65,28.32,31.97,21.23,0.05,4.83,62.6,,6.93,0.07,189.6220689655172,Moderate
Amaravati,2018-01-15,76.29,115.53,,21.35,24.31,20.38,0.05,8.75,,0.18,7.71,0.07,153.19689655172417,Moderate
Amaravati,2018-01-16,67.06,100.34,,,23.47,18.78,0.06,4.7,54.92,0.15,,,121.68758620689655,Moderate
Amaravati,2018-01-17,68.34,104.45,3.709999999999997,26.26,29.97,20.29,0.06,6.43,45.63,0.15,6.54,0.07,126.05724137931036,Moderate
Amaravati,2018-01-18,66.28,,,,52.49,21.68,0.05,7.21,45.97,0.19,6.81,0.1,119.0248275862069,Moderate
Amaravati,2018-01-19,64.98,116.14,6.98,45.4,52.38,21.32,0.06,8.83,,0.18,6.79,0.14,114.58689655172417,Moderate
Amaravati,2018-01-20,75.46,132.84,9.56,56.53,66.09,21.88,0.13,30.48,51.98,0.2,6.58,,150.36344827586203,Moderate
Amaravati,2018-01-21,81.58,141.85,4.99,38.15,43.14,19.33,0.05,11.04,59.76,0.16,5.83,0.07,171.2558620689655,Moderate
Amaravati,2018-01-22,78.27,142.86,5.98,,,19.12,0.06,10.32,58.53,0.16,5.57,0.06,159.95620689655172,Moderate
Amaravati,2018-01-23,79.01,138.14,6.16,,,20.29,0.06,10.18,58.04,0.18,5.76,0.07,162.48241379310346,Moderate
Amaravati,2018-01-24,77.98,137.31,5.09,44.96,50.05,21.11,0.06,7.22,50.69,0.17,6.37,0.08,158.96620689655174,Moderate
Amaravati,2018-01-25,,155.73,8.4,59.92,68.32000000000001,23.45,0.06,31.01,40.77,0.18,7.39,0.13,158.89793103448272,Moderate
Amaravati,2018-01-26,79.04,143.38,6.189999999999998,43.61,49.8,26.0,0.08,8.67,45.46,0.19,7.14,0.1,162.58482758620693,Moderate
Amaravati,2018-01-27,77.78,131.14,6.1,43.84,49.940000000000005,26.3,0.09,7.62,43.26,0.18,6.61,0.07,158.28344827586207,Moderate
Amaravati,2018-01-28,-76.48,131.86,4.060000000000002,33.37,37.43,22.05,0.06,7.49,45.71,0.16,4.43,0.06,153.84551724137933,Moderate
Amaravati,2018-01-29,74.2,135.97,,,40.12,20.24,0.07,12.16,,0.15,4.24,0.05,146.06206896551726,Moderate
Amaravati,2018-01-30,78.23,,5.36,45.76,51.12,21.73,0.05,12.45,45.35,0.19,4.83,0.08,159.8196551724138,Moderate
Amaravati,2018-01-31,68.53,147.48,8.28,,69.8,19.74,0.04,23.68,37.99,0.18,5.11,0.11,131.88268456375835,Moderate
Amaravati,2018-02-01,62.08,152.59,10.08,62.18,72.26,19.42,0.05,8.97,34.93,0.16,4.65,0.13,135.27791946308724,Moderate
Amaravati,2018-02-02,50.64,130.36,6.48,45.52,52.0,19.89,0.07,10.61,40.57,0.18,3.9,0.11,120.50765100671144,Moderate
Amaravati,2018-02-03,44.21,119.52,,34.37,,23.31,0.07,5.86,31.73,0.09,3.54,0.06,113.30523489932884,Moderate
Amaravati,2018-02-04,50.71,115.65,7.909999999999997,35.16,43.06999999999999,11.19,0.06,8.16,32.58,0.13,,0.08,110.73389261744968,Moderate
Amaravati,2018-02-05,42.27,100.54,4.95,30.69,35.64,13.4,0.66,,32.18,0.12,2.8,0.09,70.04241379310345,Satisfactory
Amaravati,2018-02-06,39.41,101.1,3.21,28.53,31.74,17.9,0.81,,28.72,0.12,3.07,0.11,101.06644295302011,Moderate
Amaravati,2018-02-07,50.56,116.89,6.93,37.27,44.2,11.05,0.97,5.25,23.36,0.08,2.3,0.1,111.55778523489931,Moderate
Amaravati,2018-02-08,50.54,120.05,2.91,26.96,29.87,13.02,0.9,17.9,36.66,0.1,2.28,,113.65738255033556,Moderate
Amaravati,2018-02-09,26.22,62.82,2.240000000000002,20.1,22.340000000000003,12.32,,8.25,,0.07,3.07,0.12,62.82,Satisfactory
Amaravati,2018-02-10,31.83,66.74,2.76,16.83,19.59,11.9,0.61,5.87,24.72,0.05,2.64,0.11,66.74,Satisfactory
Amaravati,2018-02-11,70.26,112.29,0.4,11.87,12.27,13.05,0.62,7.29,31.4,0.06,2.1,0.1,132.61172413793105,Moderate
Amaravati,2018-02-12,59.47,99.73,,12.85,13.39,11.94,0.68,7.62,30.57,0.04,1.88,0.11,99.73,Satisfactory
Amaravati,2018-02-13,116.33831518065756,99.04,0.41,13.88,,11.99,0.86,6.89,36.2,0.12,1.84,,99.04,Satisfactory
Amaravati,2018-02-14,,107.96,0.25,16.71,16.96,10.89,0.95,12.91,,0.16,2.37,0.1,105.62442953020134,Moderate
Amaravati,2018-02-15,143.32703899650136,118.62,1.68,25.6,27.28,20.24,0.69,11.81,33.46,0.17,3.82,0.11,112.70724832214763,Moderate
Amaravati,2018-02-16,57.53,,,25.03,26.97,33.72,0.78,,,0.15,3.02,,119.47778523489932,Moderate
Amaravati,2018-02-17,43.82,97.19,1.45,16.01,17.46,22.52,0.67,17.62,,0.09,2.52,0.12,97.19,Satisfactory
Amaravati,2018-02-18,42.71,80.24,15.9,17.35,33.25,24.68,0.49,9.53,,0.1,3.09,0.12,80.24,Satisfactory
Amaravati,2018-02-19,54.73,94.12,3.49,12.79,16.28,22.79,0.58,,30.21,0.08,2.23,,94.12,Satisfactory
Amaravati,2018-02-20,50.91,99.84,4.55,16.33,20.88,23.18,0.64,10.34,26.24,0.1,2.51,0.1,99.84,Satisfactory
Amaravati,2018-02-21,38.5,,4.5,16.82,21.32,19.54,0.58,11.02,26.62,0.1,2.68,0.11,104.78724832214763,Moderate
Amaravati,2018-02-22,32.21,107.43,7.39,,,,0.6,11.81,24.84,0.12,3.28,0.13,105.27228187919464,Moderate
Amaravati,2018-02-23,,107.25,6.13,17.75,23.88,16.57,0.85,10.87,,0.09,2.92,0.2,105.15268456375838,Moderate
Amaravati,2018-02-24,164.51169763868268,127.26,8.21,19.14,27.35,20.46,0.7,10.82,21.64,0.16,2.67,0.15,118.44791946308726,Moderate
Amaravati,2018-02-25,,115.95,11.52,17.19,28.71,16.35,0.7366666666666667,9.18,16.94,0.13,2.51,0.13,110.93322147651008,Moderate
Amaravati,2018-02-26,34.31,107.74,9.19,20.85,30.04,15.88,0.7733333333333333,13.97,16.28,0.1,2.44,0.12,105.47825503355703,Moderate
Amaravati,2018-02-27,,113.31,19.35,21.18,40.53,18.5,0.81,15.02,18.8,0.15,2.65,,109.17912751677852,Moderate
Amaravati,2018-02-28,43.08,,5.34,,24.36,22.46,0.79,22.7,25.64,0.09,2.16,0.12,111.00630872483222,Moderate
Amaravati,2018-03-01,38.1,97.0,7.1,22.21,29.31,19.27,0.79,13.89,22.73,0.06,2.12,0.11,97.0,Satisfactory
Amaravati,2018-03-02,33.08,83.16,5.37,18.83,,14.52,0.72,8.98,23.63,0.05,,0.1,83.16,Satisfactory
Amaravati,2018-03-03,29.7,77.45,4.45,17.33,21.78,12.72,0.65,9.71,29.26,0.05,1.85,0.1,77.45,Satisfactory
Amaravati,2018-03-04,89.45002732849639,82.67,4.45,,,12.41,0.66,12.63,,0.06,2.18,0.11,82.67,Satisfactory
Amaravati,2018-03-05,30.04,83.07,11.58,24.74,36.32,12.52,,8.98,17.81,0.05,1.91,0.21,83.07,Satisfactory
Amaravati,2018-03-06,39.72,103.81,19.66,26.29,45.95,14.03,,9.68,17.53,0.11,2.46,0.17,102.86704697986578,Moderate
Amaravati,2018-03-07,38.21,78.95,,19.03,,14.15,0.75,8.03,22.81,0.05,,0.1,78.95,Satisfactory
Amaravati,2018-03-08,58.31,124.64,,28.85,,14.0,,10.21,22.24,0.12,,0.16,116.70711409395972,Moderate
Amaravati,2018-03-09,62.49,113.56,8.08,22.65,30.73,16.53,0.91,12.68,,0.09,2.18,0.12,109.34523489932886,Moderate
Amaravati,2018-03-10,49.04,102.46,5.75,19.92,25.67,14.09,0.64,6.82,26.52,0.1,2.5,,101.97006711409396,Moderate
Amaravati,2018-03-11,41.67,80.09,,13.08,15.82,13.51,,8.35,30.38,,2.08,0.1,80.09,Satisfactory
Amaravati,2018-03-12,32.44,75.3,6.01,19.07,25.08,12.65,0.68,7.75,21.52,0.09,2.72,0.15,75.3,Satisfactory
Amaravati,2018-03-13,26.43,80.85,,20.82,,11.64,0.72,9.43,,0.08,2.24,0.13,80.85,Satisfactory
Amaravati,2018-03-14,25.08,,7.17,15.22,22.39,14.1,0.56,8.63,13.8,0.05,2.19,0.12,60.67,Satisfactory
Amaravati,2018-03-15,26.09,63.05,4.9,10.42,15.32,10.74,0.58,11.33,21.38,0.02,1.26,0.1,63.05,Satisfactory
Amaravati,2018-03-16,16.62,39.94,4.9,8.18,13.08,11.53,0.58,6.37,12.68,0.01,,0.16,39.94,Good
Amaravati,2018-03-17,49.58,82.95,4.98,,,13.47,0.7,12.47,20.32,-0.09,2.18,0.22,82.95,Satisfactory
Amaravati,2018-03-18,43.52,80.01,6.41,20.43,26.84,13.75,0.8,10.57,23.36,0.12,2.6,0.29,80.01,Satisfactory
Amaravati,2018-03-19,,76.09,4.63,14.37,19.0,13.34,0.7,8.89,23.13,0.09,2.71,0.1,76.09,Satisfactory
Amaravati,2018-03-20,36.89,76.61,6.62,18.83,25.45,13.96,0.57,7.04,13.58,0.06,2.88,0.1,76.61,Satisfactory
Amaravati,2018-03-21,48.71,96.46,5.63,,20.49,13.01,0.92,15.45,27.48,0.06,1.73,0.1,96.46,Satisfactory
Amaravati,2018-03-22,107.41372765037642,94.25,4.69,14.44,19.13,15.35,0.59,16.81,19.03,0.01,1.48,0.1,94.25,Satisfactory
Amaravati,2018-03-23,46.48,95.41,4.35,14.79,19.14,15.02,,15.55,21.04,0.03,1.62,0.16,95.41,Satisfactory
Amaravati,2018-03-24,44.22,77.62,3.56,8.53,12.09,14.58,0.73,,23.87,0.02,1.28,,77.62,Satisfactory
Amaravati,2018-03-25,35.91,71.26,2.94,6.99,9.93,,0.67,3.69,27.58,0.01,1.69,0.115,71.26,Satisfactory
Amaravati,2018-03-26,39.05,81.51,3.43,9.86,,10.94,,7.26,23.74,0.05,2.2,,81.51,Satisfactory
Amaravati,2018-03-27,30.21,67.22,5.11,11.29,16.4,11.24,0.58,13.19,20.89,0.01,1.96,0.1,67.22,Satisfactory
Amaravati,2018-03-28,31.14,60.35,4.25,10.36,14.61,11.8,0.83,14.42,20.99,0.02,1.69,0.1,60.35,Satisfactory
Amaravati,2018-03-29,26.82,52.51,3.63,7.68,11.31,11.54,0.69,13.63,23.6,0.0,1.27,0.1,52.51,Satisfactory
Amaravati,2018-03-30,26.34,52.07,,8.43,,9.3,0.57,18.83,23.6,0.0,1.38,0.1,52.07,Satisfactory
Amaravati,2018-03-31,28.48,55.8,3.06,6.86,9.92,,0.64,12.97,24.19,,1.42,0.1,55.8,Satisfactory
Amaravati,2018-04-01,21.83,52.92,2.69,5.28,,7.53,0.55,,23.34,0.0,1.43,0.1,52.92,Satisfactory
Amaravati,2018-04-02,24.23,52.06,4.32,14.33,18.65,8.17,0.56,9.95,23.86,,,,52.06,Satisfactory
Amaravati,2018-04-03,22.29,55.96,4.38,,15.65,10.88,0.67,8.08,,0.03,1.85,0.1,55.96,Satisfactory
Amaravati,2018-04-04,,54.59,,,14.58,,0.72,8.7,19.64,0.01,1.5,0.1,54.59,Satisfactory
Amaravati,2018-04-05,19.68,45.57,2.06,6.63,8.69,8.44,0.69,5.86,14.34,0.0,1.43,0.1,45.57,Good
Amaravati,2018-04-06,29.89,71.75,5.08,9.62,14.7,9.17,0.87,10.34,,0.0,1.12,0.1,71.75,Satisfactory
Amaravati,2018-04-07,24.4,70.25,,10.84,15.85,10.27,,7.4,13.13,0.0,1.11,0.1,70.25,Satisfactory
Amaravati,2018-04-08,20.05,79.5,4.17,13.54,17.71,9.77,0.65,10.35,34.29,0.02,1.12,0.1,79.5,Satisfactory
Amaravati,2018-04-09,23.72,55.74,4.18,8.86,13.04,10.54,0.81,6.71,19.29,0.0,0.99,0.1,55.74,Satisfactory
Amaravati,2018-04-10,26.12,56.77,4.800000000000001,11.71,16.51,9.83,0.5,6.88,14.32,0.0,1.14,0.12,56.77,Satisfactory
Amaravati,2018-04-11,,29.0,3.8,2.8,6.6,20.1,0.52,6.54,19.6,0.0,,,29.0,Good
Amaravati,2018-04-12,9.25,35.45,4.7,4.6,9.3,9.06,0.54,6.2,21.66,0.0,0.89,,35.45,Good
Amaravati,2018-04-13,7.16,26.39,3.86,5.22,9.08,8.62,0.59,6.62,14.29,0.0,0.95,0.1229032258064516,29.5,Good
Amaravati,2018-04-14,,33.2,4.26,6.48,10.74,8.66,0.61,6.01,11.52,0.0,1.06,0.1238709677419354,33.2,Good
Amaravati,2018-04-15,6.48,23.83,2.39,3.54,5.93,8.32,0.47,5.97,11.63,0.0,0.82,0.1248387096774193,23.83,Good
Amaravati,2018-04-16,7.2,34.11,3.7,5.73,9.43,7.23,0.5,7.01,18.9,0.0,1.07,0.1258064516129032,34.11,Good
Amaravati,2018-04-17,8.27,27.27,3.72,,9.58,6.04,,,7.51,0.0,0.98,,27.27,Good
Amaravati,2018-04-18,17.79,53.96,4.51,6.55,11.06,8.37,0.73,10.53,28.54,0.0,1.02,0.1277419354838709,53.96,Satisfactory
Amaravati,2018-04-19,9.21,27.62,2.67,3.26,5.93,6.59,0.44,6.91,11.95,0.0,,0.1287096774193548,27.62,Good
Amaravati,2018-04-20,24.83,67.21,3.41,6.22,9.63,10.45,0.56,15.16,30.26,0.0,0.82,0.1296774193548387,67.21,Satisfactory
Amaravati,2018-04-21,19.78,,,4.9,,6.3,0.66,7.64,23.67,0.0,0.7,0.1306451612903225,49.86,Good
Amaravati,2018-04-22,8.85,30.54,2.7,3.86,6.5600000000000005,5.01,0.36,5.44,,0.0,,0.1316129032258064,30.54,Good
Amaravati,2018-04-23,25.0,,,8.8,11.9,7.5,0.49,8.295,19.6,0.0,1.1,0.1325806451612903,61.0,Satisfactory
Amaravati,2018-04-24,23.35,91.83,4.6,7.1,11.7,7.8,0.62,11.15,,0.0,0.52,0.1335483870967742,91.83,Satisfactory
Amaravati,2018-04-25,18.48,62.52,3.36,12.71,16.07,6.68,0.76,7.38,17.57,0.0,-0.87,0.134516129032258,62.52,Satisfactory
Amaravati,2018-04-26,,66.54,4.32,7.23,11.55,9.86,0.6,13.05,29.11,0.0,0.89,0.1354838709677419,66.54,Satisfactory
Amaravati,2018-04-27,11.04,38.34,3.76,5.11,8.870000000000001,6.78,0.48,6.21,16.31,0.0,0.71,0.1364516129032258,38.34,Good
Amaravati,2018-04-28,9.74,33.83,3.94,4.84,8.78,5.66,0.66,7.51,12.65,0.0,0.83,0.1374193548387096,33.83,Good
Amaravati,2018-04-29,10.35,30.98,3.51,5.55,9.06,4.43,1.01,5.38,7.55,0.0,0.86,0.1383870967741935,30.98,Good
Amaravati,2018-04-30,28.85,64.52,3.84,5.51,9.35,6.12,0.45,5.93,,0.0,,0.1393548387096774,64.52,Satisfactory
Amaravati,2018-05-01,22.81,53.85,,6.96,10.08,5.76,0.8,7.09,34.26,0.0,0.22,0.1403225806451613,53.85,Satisfactory
Amaravati,2018-05-02,28.54,56.36,4.29,22.75,27.04,8.96,0.85,7.28,32.62,0.0166666666666666,0.2333333333333333,0.1412903225806451,56.36,Satisfactory
Amaravati,2018-05-03,18.46,39.45,3.59,14.17,17.759999999999998,12.76,0.49,6.37,30.3,0.0333333333333333,0.2466666666666666,0.142258064516129,39.45,Good
Amaravati,2018-05-04,23.9,37.71,4.65,26.74,31.39,12.69,0.56,,12.46,0.05,0.26,0.1432258064516129,39.833333333333336,Good
Amaravati,2018-05-05,53.58328475671246,41.806666666666665,4.77643216087497,24.0620351756818,28.83846733655489,,0.555,8.895,26.60666666666667,0.0666666666666666,0.2733333333333333,0.1441935483870967,41.806666666666665,Good
Amaravati,2018-05-06,19.3,45.903333333333336,4.776432160926694,,,16.23,0.55,11.78,40.75333333333333,0.0833333333333333,0.2866666666666666,0.1451612903225806,45.903333333333336,Good
Amaravati,2018-05-07,17.0,50.0,3.6,12.1,15.7,18.0,0.545,14.665,54.9,0.1,0.3,0.1461290322580645,54.9,Satisfactory
Amaravati,2018-05-08,29.12,74.4,3.36,10.7,14.06,,0.54,17.55,53.09,0.07,,0.1470967741935483,74.4,Satisfactory
Amaravati,2018-05-09,14.42,36.29,3.41,6.9,10.31,7.77,0.43,9.19,35.44,0.08,2.85,0.1480645161290322,36.29,Good
Amaravati,2018-05-10,19.06,,5.12,9.93,15.05,9.06,0.54,8.34,51.0,0.05,0.47,0.1490322580645161,51.0,Satisfactory
Amaravati,2018-05-11,12.42,36.29,4.47,10.28,14.75,4.63,0.51,5.82,36.88,0.03,0.21,0.15,36.88,Good
Amaravati,2018-05-12,21.4,54.19,4.04,8.19,12.23,9.19,0.57,9.63,56.23,0.32,0.3,0.8699999999999999,56.23,Satisfactory
Amaravati,2018-05-13,16.78,42.22,2.87,5.94,,7.82,0.4,7.31,50.24,0.21,0.74,,42.22,Good
Amaravati,2018-05-14,19.77,62.11,3.66,10.0,13.66,9.3,1.03,12.02,,0.57,0.0,2.31,62.11,Satisfactory
Amaravati,2018-05-15,22.63,54.13,2.87,,17.8,9.67,0.26,9.43,41.32,,0.0,3.03,54.13,Satisfactory
Amaravati,2018-05-16,22.44,55.03,4.24,10.94,15.18,9.46,1.31,,40.74,,0.05,,62.43333333333333,Satisfactory
Amaravati,2018-05-17,15.2,45.09,4.69,9.26,13.95,8.99,1.18,6.82,54.21,2.11,0.06,4.47,55.35555555555555,Satisfactory
Amaravati,2018-05-18,9.58,28.33,3.12,9.05,12.170000000000002,13.54,0.59,7.27,122.21,1.0,0.0,3.0133333333333328,132.34014925373134,Moderate
Amaravati,2018-05-19,43.35,103.42,2.84,10.57,13.41,10.89,0.522,21.69,64.07,0.88,0.0,1.5566666666666662,102.60791946308726,Moderate
Amaravati,2018-05-20,16.44,54.42,2.37,7.26,9.63,9.16,0.4539999999999999,8.06,,0.95,0.0,0.1,54.42,Satisfactory
Amaravati,2018-05-21,27.93,81.18,3.98,11.44,15.42,8.48,0.386,11.16,51.06,0.2,0.0,0.7,81.18,Satisfactory
Amaravati,2018-05-22,13.23,,,5.4,,9.37,0.318,6.55,29.12,0.23,0.04,1.3,41.25,Good
Amaravati,2018-05-23,20.52,77.6,4.36,11.91,16.27,11.75,0.25,7.92,79.94,0.14,0.0,4.875,79.94,Satisfactory
Amaravati,2018-05-24,25.62,56.44,4.28,,18.16,11.52,0.48,7.3,,0.44,0.34,8.45,56.44,Satisfactory
Amaravati,2018-05-25,40.32,66.25,,11.3,15.66,10.61,0.5,7.57,24.35,39.22,4.47,8.46,66.74758620689656,Satisfactory
Amaravati,2018-05-26,13.07,,3.8,8.59,12.39,9.78,0.46,6.09,29.05,28.37,5.06,4.02,37.35,Good
Amaravati,2018-05-27,16.56,41.96,3.03,7.25,10.28,9.48,0.41,6.48,62.01,35.84,0.44,1.52,62.01,Satisfactory
Amaravati,2018-05-28,19.57,44.72,3.72,7.72,11.44,,0.34,5.99,64.58,53.89,26.79,,64.58,Satisfactory
Amaravati,2018-05-29,30.96,72.18,3.63,10.82,14.45,11.18,0.36,11.72,82.13,48.64,6.44,119.26666666666668,82.13,Satisfactory
Amaravati,2018-05-30,32.1,83.29,3.17,10.17,13.34,9.85,0.29,6.4,105.09,41.77,10.04,113.35333333333334,107.0434328358209,Moderate
Amaravati,2018-05-31,31.82,74.79,3.17,9.57,12.74,9.97,0.32,9.41,,34.9,13.64,107.44,74.79,Satisfactory
Amaravati,2018-06-01,37.5,84.96,3.27,11.57,14.84,,0.57,4.53,79.11,28.03,17.24,101.52666666666669,84.96,Satisfactory
Amaravati,2018-06-02,23.25,61.1,4.29,15.21,19.5,,0.43,9.78,57.54,21.16,20.84,95.61333333333334,61.1,Satisfactory
Amaravati,2018-06-03,27.42,57.28,3.36,19.38,22.74,7.89,0.32,6.83,77.6,16.54,8.98,89.7,77.6,Satisfactory
Amaravati,2018-06-04,31.26,72.82,2.6,10.78,13.38,9.02,0.4,7.7,100.25,6.66,1.0,,72.82,Satisfactory
Amaravati,2018-06-05,28.12,70.21,2.67,13.18,,11.27,0.38,7.28,126.43,4.24,6.34,,138.57567164179105,Moderate
