Timestamp,Reactor_ID,Temperature_C,Pressure_bar,Flow_rate_L_min,Conversion_pct,Status
2024-01-01 09:00:00,R-103,85.5,3.5,146.7,75.3,operational
2024-01-01 09:00:00,R-104,79.6,3.32,143.3,83.1,operational
2024-01-01 09:00:00,R-105,85.3,3.76,148.5,72.9,operational
2024-01-01 10:00:00,R-101,82.1,3.86,156.3,83.9,operational
2024-01-01 10:00:00,R-102,87.1,4.22,148.7,79.4,operational
2024-01-01 10:00:00,R-103,83.1,3.91,142.1,77.4,operational
2024-01-01 10:00:00,R-104,78.6,3.55,152.1,79.1,operational
2024-01-01 10:00:00,R-105,84.7,4.31,149.8,74.3,operational
2024-01-01 11:00:00,R-101,81.5,3.59,158.7,85.1,operational
2024-01-01 11:00:00,R-102,86.1,4.13,153.6,79.8,operational
2024-01-01 11:00:00,R-103,82.0,3.6,153.0,82.5,operational
2024-01-01 11:00:00,R-104,83.2,3.54,143.4,82.1,operational
2024-01-01 11:00:00,R-105,84.4,3.82,146.1,76.2,operational
2024-01-01 12:00:00,R-101,84.5,3.76,156.4,85.6,operational
2024-01-01 12:00:00,R-102,87.0,4.0,158.8,79.3,operational
2024-01-01 12:00:00,R-103,86.1,3.66,160.7,72.2,operational
2024-01-01 12:00:00,R-104,81.6,3.39,141.9,78.0,operational
2024-01-01 12:00:00,R-105,81.6,3.44,140.8,76.0,operational
2024-01-01 13:00:00,R-101,78.5,4.2,155.1,80.1,operational
2024-01-01 13:00:00,R-102,83.0,3.8,146.8,82.7,maintenance
2024-01-01 13:00:00,R-103,87.6,3.83,152.9,77.0,operational
2024-01-01 13:00:00,R-104,81.9,3.85,142.9,82.0,operational
2024-01-01 13:00:00,R-105,84.4,3.33,150.2,78.0,operational
2024-01-01 14:00:00,R-101,83.3,4.06,162.0,79.4,operational
2024-01-01 14:00:00,R-102,85.4,3.77,148.3,87.8,operational
2024-01-01 14:00:00,R-103,87.6,3.59,150.6,75.6,operational
2024-01-01 14:00:00,R-104,80.8,3.21,141.4,78.6,operational
2024-01-01 14:00:00,R-105,82.6,3.95,140.6,70.2,operational
2024-01-01 15:00:00,R-101,82.1,3.8,159.2,82.0,operational
2024-01-01 15:00:00,R-102,84.4,3.98,151.5,78.3,operational
2024-01-01 15:00:00,R-103,87.8,3.68,153.1,76.5,operational
2024-01-01 15:00:00,R-104,76.4,2.85,143.0,82.0,operational
2024-01-01 15:00:00,R-105,83.6,3.88,144.9,72.0,operational
2024-01-01 16:00:00,R-101,83.9,4.24,151.1,80.0,operational
2024-01-01 16:00:00,R-102,83.8,3.44,150.4,83.3,operational
2024-01-01 16:00:00,R-103,85.2,3.49,144.5,80.8,operational
2024-01-01 16:00:00,R-104,79.8,3.9,144.1,81.8,operational
2024-01-01 16:00:00,R-105,83.6,4.0,146.7,76.1,operational
2024-01-01 17:00:00,R-101,84.3,4.03,154.7,80.3,operational
2024-01-01 17:00:00,R-102,81.9,3.5,149.5,84.5,operational
2024-01-01 17:00:00,R-103,89.2,3.76,147.2,77.5,operational
2024-01-01 17:00:00,R-104,81.1,2.85,149.9,81.3,operational
2024-01-01 17:00:00,R-105,82.0,4.07,152.8,77.0,operational
2024-01-01 18:00:00,R-101,83.1,3.71,153.8,82.2,operational
2024-01-01 18:00:00,R-102,86.5,3.93,147.5,84.0,operational
2024-01-01 18:00:00,R-103,88.2,3.72,146.5,76.2,operational
2024-01-01 18:00:00,R-104,76.7,4.0,144.6,81.5,operational
2024-01-01 18:00:00,R-105,86.4,3.49,142.0,74.4,operational
2024-01-01 19:00:00,R-101,84.3,3.93,145.0,80.9,operational
2024-01-01 19:00:00,R-102,87.3,4.36,145.3,82.6,operational
2024-01-01 19:00:00,R-103,88.2,2.81,150.8,77.3,operational
2024-01-01 19:00:00,R-104,79.7,3.58,138.5,82.9,operational
2024-01-01 19:00:00,R-105,82.4,3.83,143.8,73.4,operational
2024-01-01 20:00:00,R-101,83.9,4.69,153.7,81.9,operational
2024-01-01 20:00:00,R-102,83.2,3.74,148.3,84.9,operational
2024-01-01 20:00:00,R-103,89.3,3.97,143.6,77.9,operational
2024-01-01 20:00:00,R-104,79.9,3.86,143.4,81.7,operational
2024-01-01 20:00:00,R-105,87.6,4.17,152.4,74.2,operational
2024-01-01 21:00:00,R-101,86.0,4.18,158.6,78.3,operational
2024-01-01 21:00:00,R-102,85.9,3.09,154.1,76.2,operational
2024-01-01 21:00:00,R-103,85.8,3.95,152.3,78.2,operational
2024-01-01 21:00:00,R-104,82.2,4.04,145.2,82.6,operational
2024-01-01 21:00:00,R-105,83.3,4.07,153.4,72.2,operational
2024-01-01 22:00:00,R-101,84.9,4.61,149.7,79.3,operational
2024-01-01 22:00:00,R-102,81.7,4.29,146.1,82.4,maintenance
2024-01-01 22:00:00,R-103,88.5,3.84,144.3,78.0,operational
2024-01-01 22:00:00,R-104,81.0,3.87,142.5,82.9,operational
2024-01-01 22:00:00,R-105,83.6,3.88,139.9,77.3,operational
2024-01-01 23:00:00,R-101,80.6,3.97,149.3,82.4,operational
2024-01-01 23:00:00,R-102,84.5,3.56,153.4,79.9,operational
2024-01-01 23:00:00,R-103,89.4,3.9,149.2,79.9,operational
2024-01-01 23:00:00,R-104,81.0,3.56,145.5,81.3,operational
2024-01-01 23:00:00,R-105,83.4,3.68,146.9,74.9,operational
2024-01-02 00:00:00,R-101,82.2,3.85,158.7,77.3,operational
2024-01-02 00:00:00,R-102,87.3,4.2,146.7,80.3,operational
2024-01-02 00:00:00,R-103,86.7,3.46,144.1,76.2,operational
2024-01-02 00:00:00,R-104,82.6,3.35,141.6,83.5,operational
2024-01-02 00:00:00,R-105,85.0,4.42,147.6,78.5,operational
2024-01-02 01:00:00,R-101,80.5,4.01,155.9,83.3,operational
2024-01-02 01:00:00,R-102,83.7,4.57,150.3,82.7,operational
2024-01-02 01:00:00,R-103,83.3,3.75,147.5,74.2,operational
2024-01-02 01:00:00,R-104,82.6,3.93,143.0,79.9,operational
2024-01-02 01:00:00,R-105,82.2,3.48,143.2,79.1,maintenance
2024-01-02 02:00:00,R-101,84.8,4.04,155.9,82.0,operational
2024-01-02 02:00:00,R-102,83.8,3.88,148.0,81.3,operational
2024-01-02 02:00:00,R-103,83.8,3.46,143.6,73.8,operational
2024-01-02 02:00:00,R-104,82.8,3.34,149.3,80.1,operational
2024-01-02 02:00:00,R-105,86.3,3.99,139.2,75.0,operational
2024-01-02 03:00:00,R-101,84.3,3.74,164.0,82.4,operational
2024-01-02 03:00:00,R-102,85.8,3.92,148.8,75.4,operational
2024-01-02 03:00:00,R-103,88.7,3.63,146.2,70.7,operational
2024-01-02 03:00:00,R-104,81.5,3.14,146.5,71.7,operational
2024-01-02 03:00:00,R-105,80.7,3.65,146.6,77.2,operational
2024-01-02 04:00:00,R-101,81.8,4.19,160.4,78.5,operational
2024-01-02 04:00:00,R-102,86.2,4.05,153.4,72.7,operational
2024-01-02 04:00:00,R-103,87.2,3.77,154.3,72.7,operational
2024-01-02 04:00:00,R-104,83.2,3.72,148.4,85.2,operational
2024-01-02 04:00:00,R-105,84.6,4.18,150.4,77.3,operational
2024-01-02 05:00:00,R-101,85.4,4.52,153.4,78.7,operational
2024-01-02 05:00:00,R-102,86.5,3.63,151.5,78.2,maintenance
2024-01-02 05:00:00,R-103,81.0,3.74,156.5,80.4,operational
2024-01-02 05:00:00,R-104,78.9,4.01,150.7,79.9,operational
2024-01-02 05:00:00,R-105,83.6,4.22,153.9,77.7,operational
2024-01-02 06:00:00,R-101,83.6,4.05,156.0,83.5,operational
2024-01-02 06:00:00,R-102,83.1,4.52,147.4,82.0,operational
2024-01-02 06:00:00,R-103,88.7,3.4,149.9,78.2,operational
2024-01-02 06:00:00,R-104,83.1,3.15,141.9,78.8,operational
2024-01-02 06:00:00,R-105,83.2,3.88,155.2,72.7,operational
2024-01-02 07:00:00,R-101,83.2,4.77,157.8,78.4,operational
2024-01-02 07:00:00,R-102,84.6,4.05,160.4,81.2,operational
2024-01-02 07:00:00,R-103,87.8,3.54,147.4,71.4,operational
2024-01-02 07:00:00,R-104,83.3,3.41,147.8,78.9,operational
2024-01-02 07:00:00,R-105,87.0,3.5,149.8,73.3,operational
2024-01-02 08:00:00,R-101,81.6,4.1,153.5,83.1,operational
2024-01-02 08:00:00,R-102,86.5,4.3,151.6,78.0,operational
2024-01-02 08:00:00,R-103,86.0,3.73,143.4,80.0,operational
2024-01-02 08:00:00,R-104,77.0,3.46,139.2,86.6,operational
2024-01-02 08:00:00,R-105,86.4,3.67,139.4,75.3,maintenance
2024-01-02 09:00:00,R-101,84.7,3.93,150.4,76.4,operational
2024-01-02 09:00:00,R-102,84.9,3.72,148.1,82.4,operational
2024-01-02 09:00:00,R-103,86.4,3.73,151.6,74.1,operational
2024-01-02 09:00:00,R-104,82.7,3.52,152.4,78.1,operational
2024-01-02 09:00:00,R-105,84.2,4.09,151.6,75.4,operational
2024-01-02 10:00:00,R-101,84.2,3.58,155.5,82.1,operational
2024-01-02 10:00:00,R-102,87.6,4.08,147.2,84.3,operational
2024-01-02 10:00:00,R-103,84.4,3.44,145.1,79.3,operational
2024-01-02 10:00:00,R-104,81.4,3.87,149.7,81.5,operational
2024-01-02 10:00:00,R-105,83.7,3.44,145.6,74.5,operational
2024-01-02 11:00:00,R-101,83.9,3.61,156.4,82.7,operational
2024-01-02 11:00:00,R-102,85.5,4.15,146.9,85.5,operational
2024-01-02 11:00:00,R-103,88.8,3.65,149.4,76.4,operational
2024-01-02 11:00:00,R-104,80.6,,140.4,87.9,operational
2024-01-02 11:00:00,R-105,86.3,4.06,141.0,76.1,operational
2024-01-02 12:00:00,R-101,81.0,3.67,157.2,82.5,operational
2024-01-02 12:00:00,R-102,84.0,3.95,142.9,77.1,operational
2024-01-02 12:00:00,R-103,82.2,3.65,154.6,79.4,operational
2024-01-02 12:00:00,R-104,83.9,3.67,146.4,80.0,operational
2024-01-02 12:00:00,R-105,86.1,4.15,147.2,76.7,operational
2024-01-02 13:00:00,R-101,84.8,5.0,157.5,84.4,operational
2024-01-02 13:00:00,R-102,82.3,3.3,145.2,77.4,operational
2024-01-02 13:00:00,R-103,89.0,4.06,147.9,77.3,operational
2024-01-02 13:00:00,R-104,81.3,,147.7,80.2,operational
2024-01-02 13:00:00,R-105,83.7,3.69,148.8,79.2,operational
2024-01-02 14:00:00,R-101,83.1,4.18,150.8,80.3,operational
2024-01-02 14:00:00,R-102,87.6,4.25,145.0,88.1,operational
2024-01-02 14:00:00,R-103,88.3,4.05,146.8,75.3,maintenance
2024-01-02 14:00:00,R-104,77.0,3.23,144.0,86.3,operational
2024-01-02 14:00:00,R-105,83.5,4.19,149.6,76.8,operational
2024-01-02 15:00:00,R-101,88.4,3.39,158.1,76.1,operational
2024-01-02 15:00:00,R-102,79.3,4.63,141.4,76.4,operational
2024-01-02 15:00:00,R-103,84.2,3.0,144.7,73.0,operational
2024-01-02 15:00:00,R-104,81.8,3.02,151.5,79.2,operational
2024-01-02 15:00:00,R-105,85.4,3.67,157.8,77.3,operational
2024-01-02 16:00:00,R-101,82.8,4.28,155.0,77.8,operational
2024-01-02 16:00:00,R-102,87.1,4.11,151.4,83.9,maintenance
2024-01-02 16:00:00,R-103,86.1,4.12,149.1,77.6,operational
2024-01-02 16:00:00,R-104,78.3,3.07,143.1,83.7,operational
2024-01-02 16:00:00,R-105,84.2,3.85,152.5,76.1,operational
2024-01-02 17:00:00,R-101,82.3,4.02,154.9,79.0,operational
2024-01-02 17:00:00,R-102,85.8,4.03,148.9,81.2,operational
2024-01-02 17:00:00,R-103,89.1,3.67,150.8,73.5,operational
2024-01-02 17:00:00,R-104,77.8,2.63,143.8,82.3,operational
2024-01-02 17:00:00,R-105,84.5,4.15,143.9,76.6,operational
2024-01-02 18:00:00,R-101,79.7,4.01,151.3,83.5,operational
2024-01-02 18:00:00,R-102,82.8,3.86,139.9,81.1,operational
2024-01-02 18:00:00,R-103,87.8,3.42,143.1,80.0,operational
2024-01-02 18:00:00,R-104,80.0,3.83,136.7,79.5,operational
2024-01-02 18:00:00,R-105,88.4,4.31,144.9,72.2,operational
2024-01-02 19:00:00,R-101,84.8,4.21,148.6,80.0,operational
2024-01-02 19:00:00,R-102,84.7,4.36,153.0,76.7,operational
2024-01-02 19:00:00,R-103,85.3,3.88,145.8,78.5,operational
2024-01-02 19:00:00,R-104,81.2,3.62,143.5,80.7,operational
2024-01-02 19:00:00,R-105,85.1,3.98,149.4,79.9,operational
2024-01-02 20:00:00,R-101,87.3,4.07,148.3,83.7,maintenance
2024-01-02 20:00:00,R-102,82.4,3.88,151.1,78.5,operational
2024-01-02 20:00:00,R-103,87.1,3.39,151.2,75.1,operational
2024-01-02 20:00:00,R-104,81.7,3.19,146.3,82.0,operational
2024-01-02 20:00:00,R-105,87.1,4.41,162.7,72.2,operational
2024-01-02 21:00:00,R-101,88.0,4.26,147.0,79.5,operational
2024-01-02 21:00:00,R-102,83.1,4.04,140.4,82.7,maintenance
2024-01-02 21:00:00,R-103,86.6,3.39,134.7,76.1,operational
2024-01-02 21:00:00,R-104,78.9,3.42,149.1,81.1,operational
2024-01-02 21:00:00,R-105,85.5,3.76,156.5,73.2,operational
2024-01-02 22:00:00,R-101,84.6,4.18,150.0,80.8,operational
2024-01-02 22:00:00,R-102,84.8,4.35,149.0,80.1,maintenance
2024-01-02 22:00:00,R-103,87.0,3.61,147.6,78.3,operational
2024-01-02 22:00:00,R-104,82.3,2.87,151.8,79.6,operational
2024-01-02 22:00:00,R-105,80.4,4.15,136.6,75.6,operational
2024-01-02 23:00:00,R-101,83.2,3.58,162.8,76.7,operational
2024-01-02 23:00:00,R-102,84.4,3.96,144.9,79.4,operational
2024-01-02 23:00:00,R-103,88.5,3.9,149.7,76.7,operational
2024-01-02 23:00:00,R-104,78.1,3.27,144.6,78.3,operational
2024-01-02 23:00:00,R-105,80.2,3.82,155.1,76.6,operational
2024-01-03 00:00:00,R-101,86.6,3.52,160.5,81.0,operational
2024-01-03 00:00:00,R-102,81.8,3.74,144.8,84.1,operational
2024-01-03 00:00:00,R-103,,3.87,,74.9,maintenance
2024-01-03 00:00:00,R-104,79.7,3.55,140.0,79.4,operational
2024-01-03 00:00:00,R-105,84.4,4.06,140.1,77.3,operational
2024-01-03 01:00:00,R-101,84.1,3.77,155.0,79.8,operational
2024-01-03 01:00:00,R-102,83.0,4.03,144.2,87.8,operational
2024-01-03 01:00:00,R-103,,4.15,,72.3,maintenance
2024-01-03 01:00:00,R-104,80.6,3.33,138.5,81.6,operational
2024-01-03 01:00:00,R-105,83.4,4.11,147.0,71.3,operational
2024-01-03 02:00:00,R-101,86.9,3.58,165.3,75.1,operational
2024-01-03 02:00:00,R-102,85.6,4.07,147.5,81.0,operational
2024-01-03 02:00:00,R-103,,3.7,,77.4,maintenance
2024-01-03 02:00:00,R-104,81.3,3.69,139.7,85.7,operational
2024-01-03 02:00:00,R-105,82.4,3.98,146.5,73.8,operational
2024-01-03 03:00:00,R-101,84.3,3.76,153.6,79.5,operational
2024-01-03 03:00:00,R-102,86.3,4.61,145.6,77.3,operational
2024-01-03 03:00:00,R-103,,3.44,,71.7,maintenance
2024-01-03 03:00:00,R-104,79.4,4.03,149.9,82.3,operational
2024-01-03 03:00:00,R-105,83.3,3.89,157.8,71.3,operational
2024-01-03 04:00:00,R-101,82.6,4.21,156.4,78.9,operational
2024-01-03 04:00:00,R-102,82.7,,156.8,79.7,operational
2024-01-03 04:00:00,R-103,,3.76,,74.8,maintenance
2024-01-03 04:00:00,R-104,83.2,3.53,136.2,77.3,operational
2024-01-03 04:00:00,R-105,83.0,3.83,143.0,74.8,operational
2024-01-03 05:00:00,R-101,85.4,4.14,150.5,79.3,operational
2024-01-03 05:00:00,R-102,85.5,4.43,146.5,80.8,operational
2024-01-03 05:00:00,R-103,,3.86,,77.4,maintenance
2024-01-03 05:00:00,R-104,80.7,3.85,136.3,81.1,operational
2024-01-03 05:00:00,R-105,87.5,4.16,151.2,71.3,operational
2024-01-03 06:00:00,R-101,83.7,3.99,161.0,79.2,operational
2024-01-03 06:00:00,R-102,83.2,3.64,145.1,77.7,operational
2024-01-03 06:00:00,R-103,,3.38,,72.9,maintenance
2024-01-03 06:00:00,R-104,80.6,3.61,141.7,84.5,operational
2024-01-03 06:00:00,R-105,82.7,4.21,149.5,74.9,operational
2024-01-03 07:00:00,R-101,83.3,4.28,158.8,83.4,operational
2024-01-03 07:00:00,R-102,84.8,3.48,150.0,83.9,operational
2024-01-03 07:00:00,R-103,,3.67,,77.1,maintenance
2024-01-03 07:00:00,R-104,80.6,3.66,142.5,83.2,maintenance
2024-01-03 07:00:00,R-105,84.8,4.15,138.8,76.4,operational
2024-01-03 08:00:00,R-101,86.4,3.96,158.0,80.1,operational
2024-01-03 08:00:00,R-102,86.8,3.58,156.8,82.6,operational
2024-01-03 08:00:00,R-103,,4.32,,77.2,maintenance
2024-01-03 08:00:00,R-104,84.1,3.81,142.4,81.7,operational
2024-01-03 08:00:00,R-105,85.8,4.77,146.4,76.7,operational
2024-01-03 09:00:00,R-101,84.4,3.91,155.1,82.8,operational
2024-01-03 09:00:00,R-102,85.4,3.97,151.1,78.6,operational
2024-01-03 09:00:00,R-103,,3.58,,80.8,maintenance
2024-01-03 09:00:00,R-104,78.2,3.66,148.3,75.0,operational
2024-01-03 09:00:00,R-105,85.3,3.98,141.8,76.2,operational
2024-01-03 10:00:00,R-101,81.7,3.59,160.4,83.4,operational
2024-01-03 10:00:00,R-102,84.1,3.67,144.7,85.1,operational
2024-01-03 10:00:00,R-103,,3.61,,78.4,maintenance
2024-01-03 10:00:00,R-104,80.2,3.12,148.0,81.4,operational
2024-01-03 10:00:00,R-105,86.3,3.85,150.6,76.4,operational
2024-01-03 11:00:00,R-101,83.7,3.68,155.0,79.0,operational
2024-01-03 11:00:00,R-102,82.1,3.85,154.5,81.8,operational
2024-01-03 11:00:00,R-103,,3.83,,72.6,maintenance
2024-01-03 11:00:00,R-104,82.9,3.98,143.6,78.8,operational
2024-01-03 11:00:00,R-105,82.4,3.73,147.8,76.4,operational
2024-01-03 12:00:00,R-101,82.1,3.85,156.7,79.3,operational
2024-01-03 12:00:00,R-102,84.7,3.85,149.1,80.9,operational
2024-01-03 12:00:00,R-103,,3.69,,78.1,maintenance
2024-01-03 12:00:00,R-104,81.8,3.38,145.4,82.9,operational
2024-01-03 12:00:00,R-105,85.5,3.71,139.2,75.1,operational
2024-01-03 13:00:00,R-101,84.2,,152.3,81.7,operational
2024-01-03 13:00:00,R-102,82.8,3.54,139.2,82.9,operational
2024-01-03 13:00:00,R-103,,3.3,,78.1,maintenance
2024-01-03 13:00:00,R-104,77.0,3.88,146.4,79.4,operational
2024-01-03 13:00:00,R-105,83.6,3.32,145.0,74.6,operational
2024-01-03 14:00:00,R-101,80.8,3.53,151.0,80.3,operational
2024-01-03 14:00:00,R-102,85.1,4.69,148.4,83.9,maintenance
2024-01-03 14:00:00,R-103,,3.69,,78.5,maintenance
2024-01-03 14:00:00,R-104,80.6,3.47,137.4,85.1,maintenance
2024-01-03 14:00:00,R-105,87.7,3.35,153.5,74.9,operational
2024-01-03 15:00:00,R-101,85.5,3.9,154.5,78.0,operational
2024-01-03 15:00:00,R-102,84.5,3.91,153.0,80.5,operational
2024-01-03 15:00:00,R-103,,3.77,,76.5,maintenance
2024-01-03 15:00:00,R-104,82.7,3.18,148.4,79.8,operational
2024-01-03 15:00:00,R-105,86.1,3.94,152.6,74.4,operational
2024-01-03 16:00:00,R-101,84.4,3.7,157.2,85.6,maintenance
2024-01-03 16:00:00,R-102,83.0,4.24,147.5,79.1,operational
2024-01-03 16:00:00,R-103,,3.49,,76.1,maintenance
2024-01-03 16:00:00,R-104,80.6,3.3,148.2,82.0,operational
2024-01-03 16:00:00,R-105,82.2,4.35,146.3,76.2,operational
2024-01-03 17:00:00,R-101,85.1,3.83,155.8,81.0,operational
2024-01-03 17:00:00,R-102,84.4,3.94,153.8,82.8,operational
2024-01-03 17:00:00,R-103,,4.08,,74.9,maintenance
2024-01-03 17:00:00,R-104,80.6,3.22,150.3,79.5,operational
2024-01-03 17:00:00,R-105,85.5,3.74,146.2,75.8,operational
2024-01-03 18:00:00,R-101,83.8,4.1,161.9,83.9,operational
2024-01-03 18:00:00,R-102,84.3,4.19,155.3,83.1,operational
2024-01-03 18:00:00,R-103,,3.99,,79.0,maintenance
2024-01-03 18:00:00,R-104,75.0,3.37,140.9,75.7,operational
2024-01-03 18:00:00,R-105,87.1,4.19,146.6,76.3,operational
2024-01-03 19:00:00,R-101,85.5,4.01,165.6,78.6,operational
2024-01-03 19:00:00,R-102,82.2,3.85,145.3,80.8,operational
2024-01-03 19:00:00,R-103,,3.91,,73.8,maintenance
2024-01-03 19:00:00,R-104,83.5,3.58,143.0,82.0,operational
2024-01-03 19:00:00,R-105,84.0,3.99,152.6,73.2,operational
2024-01-03 20:00:00,R-101,79.5,,150.8,81.4,maintenance
2024-01-03 20:00:00,R-102,84.4,4.1,148.0,82.8,operational
2024-01-03 20:00:00,R-103,,3.89,,78.4,maintenance
2024-01-03 20:00:00,R-104,78.5,2.96,144.1,81.1,operational
2024-01-03 20:00:00,R-105,87.6,3.81,145.7,69.9,operational
2024-01-03 21:00:00,R-101,84.4,4.51,159.4,79.3,operational
2024-01-03 21:00:00,R-102,82.4,3.9,142.3,83.2,operational
2024-01-03 21:00:00,R-103,,3.72,,72.7,maintenance
2024-01-03 21:00:00,R-104,78.9,3.67,139.5,83.0,operational
2024-01-03 21:00:00,R-105,83.1,3.88,151.7,76.2,operational
2024-01-03 22:00:00,R-101,81.1,4.5,160.5,79.6,maintenance
2024-01-03 22:00:00,R-102,83.9,4.39,149.1,80.4,maintenance
2024-01-03 22:00:00,R-103,,3.96,,81.2,maintenance
2024-01-03 22:00:00,R-104,78.8,3.26,138.7,79.1,operational
2024-01-03 22:00:00,R-105,82.6,4.46,143.2,80.5,operational
2024-01-03 23:00:00,R-101,80.3,4.36,154.1,84.7,operational
2024-01-03 23:00:00,R-102,83.1,,146.5,81.9,operational
2024-01-03 23:00:00,R-103,,3.8,,75.4,maintenance
2024-01-03 23:00:00,R-104,82.8,3.64,140.5,79.6,operational
2024-01-03 23:00:00,R-105,86.5,4.3,146.3,74.4,maintenance
2024-01-04 00:00:00,R-101,83.8,3.96,152.4,82.9,operational
2024-01-04 00:00:00,R-102,85.2,4.3,153.1,76.9,operational
2024-01-04 00:00:00,R-103,81.8,3.75,149.7,77.9,operational
2024-01-04 00:00:00,R-104,78.4,3.75,150.5,86.1,operational
2024-01-04 00:00:00,R-105,86.1,3.92,150.0,80.5,operational
2024-01-04 01:00:00,R-101,84.0,4.11,158.2,77.6,operational
2024-01-04 01:00:00,R-102,81.6,3.88,142.5,76.0,operational
2024-01-04 01:00:00,R-103,88.4,4.05,138.6,77.6,operational
2024-01-04 01:00:00,R-104,85.4,3.3,138.4,75.0,operational
2024-01-04 01:00:00,R-105,81.3,3.13,148.8,75.3,operational
2024-01-04 02:00:00,R-101,84.4,3.73,162.4,81.3,operational
2024-01-04 02:00:00,R-102,83.2,3.17,145.7,82.6,operational
2024-01-04 02:00:00,R-103,87.8,3.54,144.1,76.8,maintenance
2024-01-04 02:00:00,R-104,80.1,3.62,147.0,81.9,operational
2024-01-04 02:00:00,R-105,84.2,4.26,147.3,73.3,operational
2024-01-04 03:00:00,R-101,87.9,4.48,153.4,83.9,operational
2024-01-04 03:00:00,R-102,84.3,4.12,149.0,78.5,operational
2024-01-04 03:00:00,R-103,84.9,3.36,150.9,73.2,operational
2024-01-04 03:00:00,R-104,78.9,3.28,142.2,83.1,operational
2024-01-04 03:00:00,R-105,85.4,3.78,143.7,75.8,maintenance
2024-01-04 04:00:00,R-101,85.0,4.36,149.8,83.0,operational
2024-01-04 04:00:00,R-102,84.3,3.66,146.2,78.7,operational
2024-01-04 04:00:00,R-103,83.6,3.49,153.5,73.7,operational
2024-01-04 04:00:00,R-104,82.6,3.62,152.0,77.1,operational
2024-01-04 04:00:00,R-105,83.8,3.37,144.7,77.9,operational
2024-01-04 05:00:00,R-101,85.9,3.42,148.7,74.9,operational
2024-01-04 05:00:00,R-102,81.6,3.46,155.8,80.8,operational
2024-01-04 05:00:00,R-103,88.6,3.61,144.5,80.9,operational
